original_path,processed_path,filename,processed_filename,label,split,speaker_id,original_hash,processed_hash,processed_shape,original_frames,final_frames,duration,original_size,processed_size
/Users/client/Desktop/VAL SET/help 9.mp4,simple_processed_data/val/help/help 9.npy,help 9.mp4,help 9.npy,help,val,9,dcb98515cd7da0a3d7c784409a21d6e7,8ac7c0060bd9fe97409a310511cc95ca,"(16, 96, 96, 1)",40,16,1.3346666666666667,2096878,589952
/Users/client/Desktop/VAL SET/glasses 17.mp4,simple_processed_data/val/glasses/glasses 17.npy,glasses 17.mp4,glasses 17.npy,glasses,val,17,c078e0b9242da08aeec479702eb1ab9c,12681e0d35642f16f3f458859bb1b9fd,"(16, 96, 96, 1)",50,16,1.6683333333333334,2687395,589952
/Users/client/Desktop/TEST SET/doctor 3.mp4,simple_processed_data/test/doctor/doctor 3.npy,doctor 3.mp4,doctor 3.npy,doctor,test,3,1f8cd35d25d8df349f53d7f2dd700d2d,b278fbe239ee792f4f3df6f2d3bfd031,"(16, 96, 96, 1)",62,16,2.0687333333333333,3279054,589952
/Users/client/Desktop/TEST SET/phone 9.mp4,simple_processed_data/test/phone/phone 9.npy,phone 9.mp4,phone 9.npy,phone,test,9,55c13032554d555165233fdc93b0afa0,c125a38e5ca4193b76d63c9073652ddf,"(16, 96, 96, 1)",46,16,1.5348666666666666,2471526,589952
/Users/client/Desktop/TEST SET/pillow 11.mp4,simple_processed_data/test/pillow/pillow 11.npy,pillow 11.mp4,pillow 11.npy,pillow,test,11,5e1dc06441a9c7600726f2c952d7e240,bcd5435dd542e65bdaa21c63ca9a26ca,"(16, 96, 96, 1)",53,16,1.7684333333333333,600758,589952
/Users/client/Desktop/TEST SET/doctor 13.mp4,simple_processed_data/test/doctor/doctor 13.npy,doctor 13.mp4,doctor 13.npy,doctor,test,13,37e089bb09b9bea7389035156c4be1a9,ae45ced39119047c8874bcd4b87d7cee,"(16, 96, 96, 1)",34,16,1.1344666666666667,1806396,589952
/Users/client/Desktop/TEST SET/glasses 8.mp4,simple_processed_data/test/glasses/glasses 8.npy,glasses 8.mp4,glasses 8.npy,glasses,test,8,d8cde4a69734f548287d11591d21f165,4a6b89cdef008cc70fe20700dc08db82,"(16, 96, 96, 1)",43,16,1.4347666666666667,2313369,589952
/Users/client/Desktop/TEST SET/help 15.mp4,simple_processed_data/test/help/help 15.npy,help 15.mp4,help 15.npy,help,test,15,c31f9255685a4680bb3d22f0d2b2662c,1de16ad27953f83ad4e83971bad73e5f,"(16, 96, 96, 1)",44,16,1.4681333333333333,2218467,589952
/Users/client/Desktop/TEST SET/help 10.mp4,simple_processed_data/test/help/help 10.npy,help 10.mp4,help 10.npy,help,test,10,2a2e4fc254c9ed8ac3373c6be306af35,bde01b89d97e07c17fdadc742aa4ba69,"(16, 96, 96, 1)",38,16,1.2679333333333334,2024994,589952
/Users/client/Desktop/TEST SET/help 8.mp4,simple_processed_data/test/help/help 8.npy,help 8.mp4,help 8.npy,help,test,8,85f67333ba79b0f3d7b0468c98a75e0b,19fafcfedac030371695c7e6aa92be39,"(16, 96, 96, 1)",37,16,1.2345666666666666,1883475,589952
/Users/client/Desktop/TEST SET/doctor 20.mp4,simple_processed_data/test/doctor/doctor 20.npy,doctor 20.mp4,doctor 20.npy,doctor,test,20,4c78d70b1945a4fbae5040daac59f87d,3b6b223a89d1605ad962e1924b5ec44c,"(16, 96, 96, 1)",46,16,1.5348666666666666,2656537,589952
/Users/client/Desktop/TEST SET/glasses 10.mp4,simple_processed_data/test/glasses/glasses 10.npy,glasses 10.mp4,glasses 10.npy,glasses,test,10,92b5a9afe33c6e0c92bb2f868a2ca3e4,b661cf14585218a364d519ac8efca9cc,"(16, 96, 96, 1)",35,16,1.1678333333333333,1951290,589952
